b0566	b0521	s0026	s0086	b0404	s0146	s0035	b0679	b0627	s0162	b0772	s0104	b0434	b0565	s0200	b0339	s0050	s0040	s0047	s0033	b0668	b0341	b0671	s1551	s0103	s0170	s0080	s0100	b0421	b0370	s0077	b0374	b0499	s0037	s0046	b0428	s0059	s0205	s0168	s0176	b0694	b0626	s0107	s0154	s0177	s0019	s0190	s0106	b0334	b0252	b0243	s0025	b0165	b0241	b0340	s0018	b0251	s0006	s0060	b0556	s0067	s0055	b0542	s0181	s0350	b0354	b0664	s0132	b0318	b0336	b0512	s1511	s0141	s0109	b0629	s0204	s0183	s0116	b0519	s0001	b0326	b0383	s0088	b0672	b0427	s0087	b0502	s0042	s0004	b0394	b0515	b0574	b0494	s0071	s0138	b0504	b0344	b0382	b0551	b0338	b0433	b0305	b0554	s0201	b0359	s0175	s0101	b0244	s1616	s0195	s0229	s0210	s0013	b0387	s0084	b0667	s0136	b0327
AURKA	-1.24838042700528	-1.43577215259723	-1.06860825673212	-1.77377343386093	-1.70816668716522	-1.77118790130072	-1.0826688030578	-1.2009272251758	-1.03191744838649	-2.07938703694104	-2.26308775492053	-0.452584567907188	-1.2048192282523	-1.93925665387199	-1.87618062279175	-1.1860078800492	2.35486525692582	-0.787963771980847	-1.08138974101388	-1.01277719851495	-0.833516653059363	-0.235911457666895	-0.393354859116169	-0.177741543140839	-1.12064780960481	-1.11233390631932	-0.395940391676381	-0.125007642301449	-0.0118289237293149	-1.14821159665132	-0.778370806651436	-0.746668340277097	0.0570577034933115	-0.843913600244953	-0.546367224198999	0.199216313517724	0.490778506429616	-0.374433877023588	-0.399320769935316	-0.0354367545971218	-0.103254451397328	-0.767151605294754	-0.101664759999883	-0.264690353655128	-0.0067309478685422	0.0593965598021963	-0.275461883296437	0.474443056897248	-1.07712315548166	-1.08483407237501	-0.897076900484802	-0.0312798029543771	-0.14820434608371	-1.12308716364572	-0.215674868900566	-0.34545398557131	1.45422285485599	2.2485203841312	-0.0348885851497274	1.42077538240744	0.693409342659143	1.48956151189805	-0.408858918319987	-0.403824895561411	0.290066263265972	0.255869625905986	0.393387067942455	0.285178419026701	0.468705550014515	0.369797509389561	0.663360520784446	-0.138657061541583	1.38015602635548	1.46620949343902	0.552273982269869	1.01602533476596	1.02764652705073	0.853118511157648	0.0682403602201678	0.305031289179853	0.221983617899525	1.55600878507976	1.54258776977605	0.988251416097949	1.55326793784279	-0.609123489768259	0.955900282544193	0.423984059264548	-0.2360576361862	-0.61120653366836	0.393396204099911	-0.360948908617673	0.0644031740884035	0.944142047897573	0.275530636752551	0.518287476531385	-0.335459029313809	0.0283153521349053	0.61625449293831	-0.211435691840712	-0.308178463148457	-0.0868824572351335	-0.307082124253667	0.927030024981394	1.28016991915065	0.681404431761195	0.690997397090606	2.20082964220785	2.3244418525954	2.48651728587516	1.55855777301015	0.834361979899286	0.615514464184327	0.154613592814691	-0.178134397911472	0.427474071412961	0.631064204175428	0.923686191352285
CENPF	-0.897625470353462	-1.36507724377404	-1.17959968107888	-0.812229867268467	-1.55368955750297	-1.48501262659806	-1.18827536819068	-0.657572563208048	-0.757635350029015	-2.39506823863945	-1.6200178217312	-1.58321565286688	-1.44915951079902	-2.53100331404866	-1.83852051381879	-1.27719876448799	-0.879257938302401	-0.873362305624216	-1.02038883958409	-0.664033793167555	-1.4803728116123	0.457027950385266	0.453749403432519	-0.333408629853861	-0.54478863075464	-1.46960729047799	0.0646664058561068	0.19485923090071	-0.525922606184448	0.055568917381965	-0.00640712369846755	0.506608783249611	-0.303508665100595	-0.306844730420934	-1.44922661556121	0.226465573892539	0.0507661336880285	0.210350844572167	0.0628354044877595	-1.57604502970707	-0.695179989218649	-1.04341535941011	-0.849118313684168	0.0735625800436774	0.275346599951182	-0.640393744087223	-1.25692353991179	-0.631689297791626	-0.323688025730805	-0.81394583190163	-0.846309500066756	-0.346522817664848	-0.892477576453974	-0.858541739574665	-0.460418771891703	0.711987701131619	-0.148074863077682	0.21222019151891	-1.29610313463658	0.723299646758056	0.373616730982197	-0.0942089118277296	-0.168139186972708	0.844471674485303	0.363071696923654	-0.00111543387999848	0.746632931211229	1.90863816609499	0.863452735790679	0.897426918248384	0.425852995150376	0.782025900069536	1.10545168103962	1.81517081875791	0.831127413203949	1.30614285196288	1.40351186190162	0.306416104845487	0.071971238540298	0.672079540417336	-0.0706072083257918	0.0216905988702487	1.07914661426086	0.553467080047934	0.97883458118033	1.11917939810493	-0.0507058531389438	-0.22910865662028	-0.425754369022895	-0.460054488896953	0.321984409673735	-0.188836212911248	0.88269262975022	0.848354164297768	0.662263072348294	0.436072091792562	0.278577214930936	0.451161076890877	-0.0726970423483038	-0.527312633401256	0.711316653509711	0.112770933952258	-0.14599461544977	0.485882998127276	1.42414178307797	0.732790177410744	1.98839696915596	1.08712249456696	1.4397963654576	1.82188129497698	2.27579707922423	1.5041977643715	1.52176962567087	1.39883370133747	-0.0286187999835973	1.23460917546757	1.43355562257387	1.78737027442175
NEK2	-0.764339516980028	-0.643863223795051	-0.876627159567343	-1.30397952439667	-1.32459658978734	-0.0177267381062248	-0.831461771340842	-1.05898109236006	-1.34536350131381	-2.40989689348845	-1.97717651120597	-2.03572227791175	-1.29693675601397	-2.52838111451511	-1.49617041528087	-1.23424818437718	-0.370931709149188	-0.281588154296764	-1.14350312743108	-1.07014022223803	-0.335056781342424	0.700441718400889	0.493178069150701	-0.729134489545085	-0.759738359163043	-1.28387369876345	0.0673682380722778	0.425209624846534	0.183613581540488	0.770543266520594	0.290400989496004	0.841896470598176	-0.641280581572107	-0.805309213404068	-0.560143306274498	0.372692961487148	0.913998905354768	0.609396969183182	0.545060090052573	-1.14668515419723	-0.612483680062352	-1.1755525715356	-0.97859304774146	0.150048047120792	0.312957240173525	0.249748614300722	-0.748402939713534	-0.740716714394738	-0.019498448300121	-1.64695970029078	-0.982057137822064	-0.488578554711077	-0.254809768381052	-0.269856083311309	-0.428005457932677	0.541948579115033	0.228144327309474	0.439427378790591	-0.723396263991718	-0.278088806301854	-0.219287419717351	1.19525128777694	-0.396061787571077	0.105579002701842	0.138950618592852	-0.134879972867824	1.38713367191096	1.6028151482018	0.727563868981089	0.854430659134102	1.00856944600312	0.81592901671151	1.25866264665701	1.92646517257742	0.809617850050665	1.55080972459986	1.27537489803824	1.2156479912032	1.20077796584447	0.60052960373512	0.225491169257917	0.605862363273964	1.29479319434249	-0.259287523497965	1.32435695548841	-1.65436386229512	-0.187802102241734	-0.696150710711446	-0.433585022871666	-1.02938207329983	-0.245008068203872	-0.653206571086247	0.501516565884165	0.368162319498775	0.191185218637787	-0.373690640943665	-0.255153533045539	-0.145757039431349	-0.0690446323791932	-0.76944310007588	0.612499665642145	0.402256722633066	-0.283024914304751	-0.202046299621521	-0.00297130096899496	1.27808094296126	2.20137113042444	0.908851249866034	1.22267313062875	1.43545464346789	2.35050329346195	2.18004009226907	1.18786475472975	0.650534140700176	-0.339252473144886	0.232419349419125	1.29846001743036	1.68669372633673
CDC2	-0.655946353801073	-1.38621251544292	-1.37970657419949	-1.19362729357091	-0.838842871806976	-1.2063208997955	-1.96629908662676	-0.998982637060685	-1.68684316728854	-3.45290198021686	-2.13649263734154	-1.49691648831311	-1.39369200760623	-3.53942631822119	0.237586169317948	-0.865400217573315	-0.307237264219853	-0.493054434985394	-0.794190584424021	-0.344381976239887	0.104780718353174	0.361517329205353	0.158644295208839	-0.726332213095084	0.166816506295908	-1.04300773298564	-0.0707205570882554	0.417402896433077	-0.0966413503300581	0.0570299179463714	-0.553143121088368	0.404465902478518	-0.941608660253531	-0.536817421047304	-0.616657957543996	0.277904282894129	0.125094232739131	0.147785458025562	-0.149287988535873	-0.400398598399131	-0.721445736362609	-1.46016494108765	-0.717354950285806	-0.0141984373359959	0.013351181483298	-0.224494797096596	-0.195091687102916	-0.622040570802947	-0.41350409155136	-1.87720045532467	-0.920078207217724	-0.0870556181958562	-0.709145294932588	-0.129685915206753	0.217441154129663	-0.310803830570566	-0.278002653423842	1.52270146675905	-0.551551739777026	0.714579314726421	0.614406541710701	0.844791750260361	-0.494177762969872	0.0224501381575601	0.79519681974571	-0.270841437522803	0.16364310473976	1.3970759538284	0.348926694712677	0.822634105766555	0.787146302523626	1.07883713582611	1.73014270122577	1.48750385657878	0.65066195240969	1.61228687352108	1.00190789102252	1.59216058046587	0.785405144147686	1.13014514151709	0.0543807361163141	0.387232178983337	0.476181033220827	0.232166111792846	1.05286017618508	-1.21624363032504	1.60610856960646	-0.370181075616704	0.29517545065546	0.202557058335345	0.114825142747705	-0.301171293103678	0.963162436624608	-0.083526496111292	0.553859163347399	0.282687787894693	-0.627338934463063	1.62295848937361	-0.171249050632395	-0.507067951591744	0.634645167564359	-0.524414007885373	1.68446069652372	0.111651741191558	1.1290686188653	-0.111946694118556	0.468645374658294	0.536625439852217	0.9313441714643	1.22967200094174	0.745208724436491	1.75448147422277	1.44940431577194	1.47982778201819	0.786154029470671	0.262683188704467	1.32729856385931	1.0133190311315
TOP2A	-1.25288150778384	-1.55833796592651	-1.39001437861675	-1.54627056852006	-1.57568992390973	-1.47606562409796	-1.8411431441668	-0.929681916084541	-0.71030622610787	-2.74853024174853	-1.8452689393657	-1.47963786895712	-1.40932221446707	-2.19337091568235	-1.250372079577	-0.431449706957765	0.526753311812589	-0.652884604198289	-0.482317292844762	-0.144924670434388	0.732482140746739	0.155328414514673	0.13824954136573	-0.277916984726002	-0.206110434654238	-0.658265113500613	0.0562724263850463	0.371840404067061	-0.115601263770279	0.417349622665323	-0.376899166143662	0.378564195527167	-0.242873557884524	-1.11134975691776	-1.99810787850498	-0.357967744524372	-0.347007447797415	-0.41348515326523	-0.182322531387582	-1.92900265409118	-0.479534779803643	-1.85487857326368	-0.450550884014577	-0.145087045200713	-0.300841349462655	-0.690415317233021	-0.296553179497427	-0.013519200450044	-0.370692021667318	-1.49487895497811	-1.33023094192426	-0.324806388838029	-0.604282884368649	0.0960985281619233	-0.423736905557313	0.881852164423618	0.0946814392921752	0.70913707775188	-0.0694573074491092	0.913286443049956	0.360695590560188	0.204734627504743	1.12427030987609	1.67552526087927	0.203088737827899	-1.0223610043003	0.66486043124345	1.50458891596591	0.578543481599163	1.12232919335138	0.275109327364365	0.27407603339684	1.65271898688176	1.26417093240772	1.24109895424714	1.26993523661227	0.934432066028226	0.706760501626573	2.15962348466455	2.54969195740509	-0.0171135873227906	1.50082477365564	0.667524853545424	1.13461801089373	1.4191945502212	-0.176831312017309	-0.363510628593022	0.0515414161480224	0.172901792633788	-0.134613872772732	0.278408487389247	-0.423478582065432	0.0499471911695559	0.146552796461911	0.365943247780975	0.331874069537449	-0.418216163502253	-0.654242647698464	-0.505359748320561	-0.379932622005466	0.0195388258395461	0.0335768624554884	0.402543996244936	0.923523433999645	1.4863586581103	0.334508969154636	1.28330163214932	0.788590003183325	1.41269955956819	1.27924226299119	1.23741599932003	1.48879427960518	1.25325491970794	0.546452323236327	0.49117109597376	0.22673640834182	0.557390477949694	0.957924742447018
PRC1	-1.29980909239275	-1.4214762831171	-1.21996900008837	-1.5008499022049	-1.62602936185408	-0.931523914636323	-1.93852068429412	-1.38845729661019	-1.07595682763649	-2.47757164545331	-1.77058117979181	-1.26189671037858	-1.26815293940094	-2.18785519182274	-1.46411742303267	-0.551558613398093	-0.589224039003481	-1.00246442969106	-0.668497046221037	-0.811164678225128	0.240576934089676	0.481963103869132	0.243165403115011	-0.609794593201276	-0.0783535480458935	-0.806948126208594	-0.0417948530131744	0.223097908268429	-0.959658652169634	0.340210125230884	-0.255860326754919	0.0899975504710504	-0.967250275106126	-1.05868817208939	0.00677324071305503	-0.275991847337109	-0.307602267660621	0.117656668254122	-0.233926939042019	-0.455821845595374	-0.339907824542173	-1.09376512866944	-0.0685941966323563	0.0322006042834717	-0.166809675056507	0.00617871602525726	-0.0694265311952722	-0.431876220477621	0.143577944642095	-2.80991094593213	-1.87265649541981	-0.500008749699218	-0.6376183485902	-0.633978028194148	0.2590071994114	0.271464778254173	0.452392360551449	0.384534227339605	0.311343665004899	0.818509809830826	0.454505209826544	0.00805375542523296	-0.171968320039858	0.206478656611074	0.509924057262932	0.419748381924535	1.00265697197587	0.378543247793337	1.26251913974534	0.0217369697782348	0.33315814778024	-0.538131501987527	1.3529875041608	2.44597083674144	1.33905733339903	1.32503569730066	1.13904093535662	1.43191294309934	0.152459228824424	0.204631056812072	1.03870346112371	1.46912104202181	2.57447963464229	0.233177388360012	1.46714539075159	0.267120174766422	0.751209615172144	0.0920646670778538	-0.695159191835342	-0.697107403504587	-0.493011651450524	-0.818353853680649	0.881876995016383	0.617990352437206	0.753670032726261	0.54932732426342	-0.366313867214041	0.160059998294574	-0.0410722768541587	-0.380262331043137	0.516537001097972	0.272836758302936	-0.485923087865246	1.04805121852262	1.73757180489654	0.384689718411797	0.837626065176931	1.21502119045714	1.14079706981904	1.44022714219485	1.07941468243736	1.81165872752977	1.70301620073501	-0.0385569800980932	0.28540409554961	1.20055137420952	1.0858721352002	0.831488741092128
EZH2	-0.861192430763851	-1.25135018525754	-0.440163256342604	-1.42274830869534	-0.765548022379059	-0.435594286193326	-0.931873734050298	-1.14713777048055	-1.72397737600078	-1.71740413828082	-1.65312509254243	0.104351597788871	-0.414535228353512	-1.99198879546418	-1.40424445453568	-1.12851992953962	-0.834111071313554	-0.216112738856052	-0.316031651538506	-1.29263239787451	-0.911194632148054	0.0518891817089025	-1.06318650607447	0.671074876471309	-1.29634646716426	-0.534743788102201	-0.0313306675173534	-0.758490340838697	-0.8370747276266	1.10054857160505	0.289922077698028	-0.595888197355643	-0.77930242731909	-0.286841536634696	-1.61471154725411	-0.152973560930368	-0.234426615046923	0.0109204327404236	-0.337271188448666	-1.88275146341282	-1.74458998561395	-2.09525132039725	1.11788406125668	-0.705562478735205	-0.0402311353549288	0.220675108075907	-0.686004246848793	-1.06541874720769	-0.261802440348838	-1.46193126475724	-0.89229182425395	-0.662855431352344	0.468558361746534	-0.398311109819276	0.821271458592705	0.763119202347626	0.205552861760624	0.774099928943399	-1.45118801062245	1.77407746433839	-0.447524902633022	-0.364713506039654	-0.0608532438665368	0.847887372019479	0.299079015793464	0.0757789112836123	0.330263899369516	1.31963116520787	1.22250492866656	0.261472876872479	0.67055243705715	0.905441197662885	1.63867066708691	1.13308229875947	0.34815982402906	0.828082168773647	0.109281526078841	0.00616148462236062	-0.707661735290278	0.359634493343672	0.609930467217867	0.631948913800045	0.13861412445924	-0.387083411864084	0.42829253126256	0.476907893474633	0.363937494336652	0.0310675963300694	0.659742690633286	0.0219771505237086	0.573416701617397	0.552509626152611	1.26096596844707	0.994569361718353	0.571450429640473	0.964096895525244	-0.0532731229120167	0.675909815776886	-0.215742281816922	-0.767561788848179	0.117194108478735	1.12403934744531	-0.349002328021137	0.44572300989858	0.831454277719579	-0.552022284363193	1.44203397049603	-0.940033287809613	2.12775944882537	1.86746113489465	0.721295552519616	2.50076219273778	2.31398535272684	1.15795041487343	1.06315140844973	0.256970399012275	2.22426825696813	1.69671843544916
AMFR	0.486068703457117	1.63870386371233	0.906605745197317	-0.85201284648323	-0.0779616122310489	-0.71735587983365	-0.994685937792292	-1.99014779668837	0.523247737230101	-0.269265343969497	0.24376663423735	1.020487330852	-0.541535029797541	1.0306312878294	1.87829004513723	-0.201855616138024	1.95269453811559	-0.7523451807122	0.980778111013721	0.50849992487395	1.62743795878549	0.975562987441818	1.45901422764365	-0.723298335179676	0.297194569347121	1.29619249867697	0.769673932360585	1.86634323386866	-0.889926949602402	-0.188786856920007	1.63708671115071	0.394308836336658	-1.7212362171366	-1.96678032905166	-0.625425786127757	-0.847579217689907	0.164294031556327	1.07646866474327	0.515827405619635	-0.872981666779752	0.139363574362456	0.431371806528663	0.0674273668728764	1.1912942341899	-0.552886048017097	1.47751476245139	0.607455734014987	-0.361303763684303	0.367010682090854	-0.618415545836743	-0.554657952020013	-1.2118331602283	-0.434624996573541	-1.22942066153236	0.179869764123448	-0.933342466459886	-0.350803878391912	1.59158978740771	1.30250635748212	-0.0498510129184057	-2.09536330163011	-1.30264904355681	0.972065604868376	-1.10496955243669	-0.236566364422228	0.172526808233633	-0.465397320676592	-1.55654973330222	1.01835949853409	-1.54393749083605	0.00285732798930763	0.54942394352646	0.621213137146801	-0.867333239172202	2.3230921128737	1.80441944463137	0.529971687354705	0.219106992065759	-0.773329476152852	-0.345372102802186	0.866989376223815	0.466361107407213	1.69860814664062	0.282593770860208	0.447388580703498	-0.984928859418155	-0.227799695272428	-1.80463950642671	-1.74112951491607	-1.57297659879651	-0.0198756587380649	0.515463739732574	-1.60725404304506	-0.941907958735993	-0.222909549727262	0.325622409114435	-0.134422675590354	0.700306598796633	0.232152538567579	0.681929865141932	0.0674196293008116	0.668141511721858	-0.383332631353748	0.0555115058925656	-0.993463401406001	0.336106819262696	0.192257616999733	0.185982446054907	-0.288617011704405	-0.915259760543661	0.863468780934178	-0.206591010241888	-1.80251941168086	-1.63294278230132	-0.323660475587411	-0.665630210578209	0.642785488064403	-0.755061068507063
TUSC3	-0.745510234169057	0.258813975651354	-0.397269257364112	0.0764007350042851	-0.231987695887548	-1.309144299461	-0.613627254454763	0.0918392726627219	0.987465617990562	0.57877220687566	0.162013616300042	0.73505098902192	0.147093944588852	2.94327163721439	2.04308473329759	1.10706877028668	0.734550328897383	1.34209683856687	1.34012150680278	0.451012846005276	0.986782899638921	1.28414770487959	1.91200280978255	-2.26003441962633	0.401848021775782	-1.67871339757121	0.710636980767245	0.607710362073876	-1.14368067975733	0.516171485485876	-0.459633303058661	-0.78964114841912	-1.33275725151642	0.365527405468492	-0.496336241642871	-1.0660510517201	-0.198224997671071	0.690838148569661	-0.650858161897575	-1.52868831552598	-0.689973371990916	-1.87243245412145	-1.17099851673432	-2.2089852927463	-1.9201226067114	-1.22445081221212	-0.64372147939509	0.448800838545959	-1.22930266396445	-1.02480576036964	-0.956588542673687	-1.14076774812367	-0.642146675730638	0.348350211741209	0.659797220848392	0.335715370780176	-0.637968439418597	-1.07080277144752	-0.508306570074973	-1.3418874716057	-1.0333078795754	0.0749715779215161	0.508452216656657	1.04244720257603	0.360994155613597	0.925210807232274	0.544317687396188	-1.12086878390118	-0.040316794392229	-1.27925033857049	-1.46986530234861	0.95869131519674	-0.443921678059567	-0.380720164520339	-0.994447551000009	0.66181806716925	-1.24583355098551	-0.0307314287351926	-0.51333137714305	0.499658804287523	1.05310671177299	0.633935849688238	1.91027325662506	0.333339510916465	0.233881101449433	-0.346757202254046	-0.886714595111088	-1.10587628889914	-1.4668795474241	0.692959126915426	-1.3022351897424	-0.4043240136644	0.554858858745522	0.490401143439273	-0.200427902219032	-0.543607660310481	0.528970178851301	0.631596401469949	0.0559829048345472	1.74405409527891	0.992481322147282	1.00509795728561	1.03650300146108	-0.782185864019202	0.927177036085	0.346766305165402	0.401019656842459	-0.0534613983891538	-0.036803070609118	0.989204274059408	1.29934046393144	-0.0539984701591103	1.00264927413105	0.361467507004068	0.0505939813122626	1.63463710078928	0.687734055797534	1.47970554952359
GNAS	-0.964404263075536	-0.801557179915757	-0.599382689039137	-0.867786258977032	0.780563834743149	-0.197189289925673	-1.03099739609375	-0.694391191433272	-1.71452786098378	2.25472369043468	-0.827577457469702	0.0877308332165679	-0.604508185538165	1.53754697562953	0.654754451518405	1.9588244663805	2.55529813372535	0.613376845201951	0.718387251044658	0.0562784874103812	-0.348214199852179	3.12198643917211	1.03524831872477	-1.05282147277559	-0.38069164495817	0.0591430172294648	0.741571739881384	1.25511774798215	-0.17412934586369	-0.855485067379364	-1.33481958389502	-0.40984470261526	0.526530815737109	0.520188612592517	-0.513408472997493	-1.09647920650657	-0.380500037612413	-1.05856969314834	-0.523218769100306	-0.779100798992913	1.01386493893817	-0.516723280079108	2.22519699845336	-0.577108335094762	-0.170776217312924	0.201842587982782	0.392942174274587	0.127575580766957	-0.796575388926048	-1.00132699860311	-0.0320812400859496	-0.521570945926787	0.793966768578927	1.21975661232249	-0.0653634360441255	0.0205916192629417	-0.263581235230842	0.364881278488318	-0.790645141574835	-0.71679009015239	1.56313613665552	-1.01197078665997	0.681387872578776	-0.91901248286545	-0.305025904118312	0.539330186433748	-0.575326386779212	-0.675422064203224	-0.517700477542474	-0.439160626516243	-0.239879406560569	-0.281688129404979	0.387289757574724	-0.948261344195419	-0.269367777072735	1.01632709333116	4.13628866504428	-0.731026515942214	1.05229179212995	0.94125533526315	1.22064758648027	1.48185630058495	0.49641972135123	-0.761242994368261	-0.0915944816784043	-1.74366175790629	-0.183623489846002	0.143057454304208	0.113952298483558	0.00743777497665081	-0.989073708841887	-0.0965379511989624	-0.563111418487135	2.32145094859492	0.221606885697727	0.735593590693733	-0.851911590380976	-0.956510040430304	-0.245340215914674	-0.686132914831099	-0.529072373513215	-0.25436492189988	-0.387311678754112	-0.516445449427759	-1.23574900577082	-0.282521621359026	-1.00290775920562	0.846907878211879	0.0881044675407956	-0.58401577990934	-0.847456719592101	-0.398271618931473	1.82348261770429	-0.952515027271248	-0.289869763068848	0.298345627673831	-0.573314509648752	-0.355514439725561
SPAG6	0.500080933346243	2.31361086535838	1.3456029922726	2.88372556342711	-0.573836685561135	-0.393323376401117	-0.51902085070023	-0.374248516412559	-0.521384572532015	1.69279996190699	-0.138649232753718	-0.49010840556415	-0.384506318774621	0.725392399127699	2.80114537689128	-0.264999544511133	-0.432898833356136	3.36563216583672	2.40873753729975	-0.0905118500524586	-0.506804535963262	2.71511340609316	3.88503565076514	2.06893188831395	-0.46034802212016	-0.533623398905476	-0.476226229726686	-0.455245384515038	-0.45377462426415	-0.560712401485609	-0.117060573356754	1.46417928556104	-0.588176598007294	-0.384071093802419	-0.47251180970531	0.340248314244632	0.109136350126766	0.245519347881311	-0.512102274417991	-0.443284201658326	-0.413456283304856	-0.439224603210722	-0.646369178342176	-0.508305311729475	0.387245107363571	-0.45420234535752	-0.416390299927801	-0.196916851876912	-0.435382617249218	-0.0306609124959111	-0.267836010709275	-0.153769548598308	0.297528732059398	0.664003166410784	-0.51364807345719	-0.554123995871936	-0.469577793082366	-0.374391090110349	-0.20291245106293	-0.389721514562208	2.48174277444714	2.18284076896947	-0.427608598780238	2.14604925106077	-0.501746921631126	-0.385136644596429	-0.510699049076583	-0.425837683376107	1.65991796486928	-0.387147684123154	-0.541795122952502	-0.534478841092217	-0.433589190208594	-0.630363404795522	2.34632777706181	-0.0905343616889516	-0.514601066068735	-0.56114762645781	-0.423443946028999	-0.43341660099548	-0.592836506761383	-0.57309380155686	-0.500793929019582	-0.486709148453679	-0.523455643089388	-0.223285482089262	-0.462088922008966	-0.452326375649755	-0.528198094510619	-0.58065771141857	-0.365709102302811	-0.545141852911156	-0.430752724010453	-0.437978959324765	-0.41475445434263	-0.432088414442382	-0.308574568883108	-0.574834701445667	-0.567165737280321	-0.448349319869292	-0.412248158813055	-0.538380858084369	-0.243538451054297	-0.385766970418239	-0.488540094888458	-0.489320498286888	-0.49441563201318	-0.515418988861321	-0.488592622040276	-0.378420673042629	-0.534448825576893	-0.475318260388128	-0.341846767620035	-0.499413215314667	-0.394651562954216	-0.465323093785154	-0.570497459481313	-0.44974504133187
TMED2	1.47540912548644	0.911783025440189	-0.516280023439336	0.271720469429801	0.291067055905385	0.164442274534888	0.130973496243795	-0.30969380391218	1.50041794651548	-0.111092596677978	-0.736654489100606	-0.360594546772183	-0.057705813745355	1.20513575400936	-0.484985602584891	1.13715925530727	0.937459737832026	-0.202608555410964	1.20342892052666	0.675074905451049	1.33938191793084	-0.312194686015085	1.46101235611067	-1.53871780566412	-2.29468177616459	0.0435836219298427	0.787310338460917	0.156553735438784	0.811606742036314	1.45997341399077	0.0534164669931915	1.31927096689561	-0.0999536529496113	0.212255875095757	-2.15061760921005	-1.44681595414374	-1.65447079985136	-1.01798517313949	-1.31478125273461	-1.6010246487976	1.44728347809769	-0.13475079295115	-0.696284166727313	-0.405313584018775	0.145696790285819	-0.321478375957914	0.178037574275307	0.593547633099394	0.723853237980397	-1.92685173962881	-2.58118490775756	-1.97464307714426	-1.05707165989319	0.0423665754465301	0.130995759289222	0.311140901864898	-2.32869228856106	-1.54356372855194	-0.433468915468091	-0.908703304156198	-0.816089035182173	0.0880132395858914	0.349544655225522	-0.115738152156963	-0.0408601093726755	0.169347565543849	-0.099968494979895	-0.0697946474119162	0.742153461320937	0.482573772663692	1.4386751005328	0.6537098028568	-0.265368080468121	0.408771777075016	1.03497187679987	0.0829892123346566	0.966401696886408	0.824764201883345	1.70880005170704	1.52527834724168	0.991039467158345	-0.662488863769964	1.3889542990804	1.04951706647848	1.63896829921941	-0.839576548107076	-0.245427812781167	-1.19541422417314	0.709211575104936	0.221057199054347	-1.49360545461499	-1.35410521197286	0.976642697782575	-0.585837198366703	0.277753754740368	0.508280169116099	-0.758116064891702	-1.06662992739628	-0.811502847824325	0.133659903725253	-0.0211202090945579	0.453639234624451	1.57551861975403	-1.63522068657263	0.802011369457514	0.622044331245249	0.294502985916199	-1.67881915053275	-0.53466187794644	-0.271327155627267	1.06450751706562	-1.28593576687708	0.727341115097207	-0.369321660579351	0.0263000776637772	1.13099981273928	0.100280177615865	0.450210725628779
SMARCA2	0.856151449266641	1.53028858113265	0.384161357845227	0.840929533570512	0.354206472835936	0.990353393285783	0.451303844170332	-0.163956762863736	0.582544433681318	2.20734094048954	0.764349459513807	-0.362016949579	-0.020289554902638	1.22102538120457	0.371522555115714	-0.124831826822959	-0.470461567159602	-0.0867032343550204	1.83226371233348	1.41519244766301	1.57160916319504	0.124106459931183	2.30509331546905	-1.11170091031506	-0.584570582459853	-0.575824899987168	0.909714141710109	0.453490264788504	1.24877539478879	1.48087732024267	-0.0454472301167849	1.32529089102133	-1.06364578373256	0.901890999582646	-1.36495668588484	-0.960810211450893	-1.60637626882544	-1.11417331844025	-0.947442601848656	-1.1852642774429	0.207125865597524	-0.075872610702138	-0.949739727308254	-0.996863088142088	-0.206771860285392	-0.442776131399552	0.166561766618204	0.0229222348674626	0.414512935202962	-1.37223552920862	-1.98405506075502	-1.16230224825038	-0.908087030721575	-0.417516976747431	-0.523959681778905	-0.899110713162585	-1.84715007352438	-1.5527489985578	-2.04076361577569	-1.19284755908061	-1.83846896887586	-0.485840314714418	0.163997104458493	-1.02018490806925	-0.903889472150824	-0.175433164758272	-0.409924469706271	-0.70037707199531	-0.386824059461964	0.0802673427263331	1.32575216119394	0.145979891516348	-0.581120281568731	-0.385052781999142	2.03605287459256	0.521721348720968	1.35679564381059	-0.0724407606179204	1.30286393522903	0.814369597031632	0.327074561283018	0.582267671577752	-0.114397895518522	0.425195952400609	0.769451107622873	-0.896629079633943	-0.771154367280582	-0.659102616950171	0.809258723519113	1.37532947934606	-0.635411780884923	-0.600198415907879	-0.78993728870926	-0.580326896871842	1.20703044416759	0.538142566865883	-0.438117302656192	-0.949278457135644	-0.768967946662411	0.591410046398881	-0.638603770479384	0.545209225910268	1.15415043157958	-1.07730860624526	-0.223340684885542	0.311538981869514	1.78273252119862	-1.76549602756897	-0.748275366719128	-1.55699268414581	-0.411751099589806	0.326862377003617	2.01051695783687	0.2712055179765	0.78244047568357	0.620645349938901	0.486314250271428	1.34793925649648
