b0521	b0404	b0566	s0086	s0026	s0035	b0626	s0146	b0565	s0162	b0772	b0434	s0104	s0176	b0694	s0046	b0679	s0037	b0627	s0060	s0025	b0165	b0252	b0243	s0047	s0040	b0339	s0170	s1551	s0033	s0200	s0019	s0177	b0326	s0190	b0499	s0350	s0050	b0671	s0103	b0241	s0100	s0154	s0080	b0354	s0106	b0421	b0668	s0107	b0334	s0168	b0370	b0428	s0205	b0341	s0077	b0374	s0042	s0004	b0502	b0672	b0519	b0251	s0067	s0059	s0006	b0556	b0542	s0181	b0664	b0512	b0336	b0318	s0109	s0141	s0204	b0340	s0018	s0001	s0132	s0055	b0629	b0383	s0116	s0088	b0427	b0574	s0071	b0504	s0138	b0494	b0515	s1511	s0087	b0344	b0551	b0394	b0338	b0382	s0084	b0305	b0554	s0183	s0175	s1616	s0229	s0195	s0210	b0433	s0201	s0013	b0359	b0387	b0667	s0136	b0244	b0327	s0101
BIRC5	-1.74828262812178	-1.51893130257982	-1.29398590805701	-0.987061717176164	-1.59330442333827	-1.80138833660343	-0.81051455350618	-1.64566464159044	-1.70908994515875	-2.19119596367132	-2.08835181718273	-1.03094512517859	-0.303572821168985	-1.35368376047794	-0.329991654694398	0.0184705816691731	-1.50752278918045	-0.595670970407476	-0.577929978204931	-0.580752789523277	-0.971163509810522	0.0111915815634081	-0.577410647932713	-0.0720939167698775	-1.19501160972591	-1.03326535881414	-0.627283106655068	-0.735278674392275	-1.70330192551193	-0.902511398341187	-0.798042250678235	0.0229686519301582	-0.39344208714684	0.814042677233596	-0.0333284248372168	-0.129320762250417	0.218890185271759	-0.0197755799912691	-0.287884021171173	-0.111454125627174	-0.510249516922326	-0.603335280070048	-0.184361394810812	-0.419793910314547	0.0948791420429259	-0.0953632634831295	-0.505290750452115	0.225867638767848	-0.6346039882344	-0.631018934097152	-0.299769983369195	-0.401416319713801	-0.689418460837539	-0.435373818481088	-0.26204315198097	-0.353562548017325	-0.360313841556159	-0.648156833080347	-0.0446866804683074	-0.571245695023803	0.121574393293875	0.0967219268798287	-0.0277665651476562	0.418991489675243	-0.372375705943158	1.6790542559704	-1.32397304313024	-0.129856845112061	-0.946419935227748	0.45995157082276	0.0952476990103066	0.272674373625175	0.131600818065567	1.8378352985537	1.31651146819395	1.5685876812928	1.00680634746832	0.529148141448453	1.49504381371096	0.868337819564519	0.951413910529974	1.08598746139214	1.04410598782617	0.451148085079193	1.00105183300036	1.66076042831678	0.288966266842337	0.55332212799073	0.541385908024429	0.907723157305955	1.39977183764309	-0.357306751754122	-0.181186779114512	-0.150563045643076	-0.779497134183224	-0.232282176864993	-0.669575018661983	-0.766262588536378	0.254891499949065	0.390017886262306	0.33177750912147	0.770787491334665	1.06981283630097	0.216067373953412	1.10308347890177	1.19648754124859	1.80009171457605	2.19567060870133	0.0210169752619843	0.922348167875191	1.70621857972528	1.84520643790131	1.21695082923293	1.46303799161184	1.28024211208582	2.21694639727284	1.98567690024157	1.66911159414584
PRC1	-1.4214762831171	-1.62602936185408	-1.29980909239275	-1.5008499022049	-1.21996900008837	-1.93852068429412	-1.09376512866944	-0.931523914636323	-2.18785519182274	-2.47757164545331	-1.77058117979181	-1.26815293940094	-1.26189671037858	-0.455821845595374	-0.339907824542173	0.00677324071305503	-1.38845729661019	-1.05868817208939	-1.07595682763649	0.311343665004899	-0.500008749699218	-0.6376183485902	-2.80991094593213	-1.87265649541981	-0.668497046221037	-1.00246442969106	-0.551558613398093	-0.806948126208594	-0.609794593201276	-0.811164678225128	-1.46411742303267	0.00617871602525726	-0.166809675056507	1.03870346112371	-0.0694265311952722	-0.967250275106126	0.509924057262932	-0.589224039003481	0.243165403115011	-0.0783535480458935	-0.633978028194148	0.223097908268429	0.0322006042834717	-0.0417948530131744	0.419748381924535	-0.431876220477621	-0.959658652169634	0.240576934089676	-0.0685941966323563	0.143577944642095	-0.233926939042019	0.340210125230884	-0.275991847337109	0.117656668254122	0.481963103869132	-0.255860326754919	0.0899975504710504	0.0920646670778538	-0.695159191835342	0.751209615172144	0.233177388360012	0.152459228824424	0.452392360551449	0.454505209826544	-0.307602267660621	0.384534227339605	0.818509809830826	-0.171968320039858	0.206478656611074	1.00265697197587	0.33315814778024	0.0217369697782348	1.26251913974534	2.44597083674144	1.3529875041608	1.32503569730066	0.2590071994114	0.271464778254173	0.204631056812072	0.378543247793337	0.00805375542523296	1.33905733339903	1.46912104202181	1.43191294309934	2.57447963464229	1.46714539075159	-0.818353853680649	0.617990352437206	0.54932732426342	0.753670032726261	0.881876995016383	-0.493011651450524	-0.538131501987527	0.267120174766422	-0.366313867214041	-0.0410722768541587	-0.697107403504587	-0.380262331043137	0.160059998294574	0.28540409554961	0.272836758302936	-0.485923087865246	1.13904093535662	0.384689718411797	1.14079706981904	1.07941468243736	1.44022714219485	1.81165872752977	0.516537001097972	1.04805121852262	1.70301620073501	1.73757180489654	-0.0385569800980932	1.20055137420952	1.0858721352002	1.21502119045714	0.831488741092128	0.837626065176931
KRT15	-1.27953744719589	-1.03204712635975	-0.469948447274498	-0.966943423895751	-0.55052680664943	-0.677345564360326	-0.890870030367283	1.997998855672	-1.02339441662822	1.38695084504355	1.20278307828057	0.796889624646973	1.03647640958728	-0.394048703310596	-0.919700819501433	-0.756534727218728	0.0870449346125064	0.199391241470827	-0.430306732392057	0.182651423446627	-0.0434403096188052	0.858113499696949	-0.614201621267858	-0.285745950598608	-0.743153787914855	-0.484113290326984	2.21818650354218	-0.241465311634179	-0.643697240163492	-0.111416672022349	0.00212037470728349	-1.06951574097705	-0.119211056763315	-0.318878287517874	-0.93344394218283	-0.608396764395211	-0.709475695221238	-0.862078932562176	-0.835421243693171	-1.03846223741645	-0.922563556608713	-0.65481081229574	-0.0844464139371239	-1.44534797427614	-0.689813603096193	0.123089622800357	-0.0896608622902459	-0.187698445028297	0.00463581268543078	-0.426064721600507	-0.272747040336781	-0.874899231843306	-1.082291387513	-0.458065855642027	2.0085666720299	2.24438278071105	2.04066703439403	-0.517915418423864	-0.0401161608113914	-0.487283635234353	-0.235685261842184	-0.241916800502052	-0.803643373377523	-0.193012121704028	-0.584080863939786	-1.17849820769891	-1.01250906963797	-1.13760125453546	0.17822087884212	0.0592957341947982	-0.995684907539552	-0.233407971838299	-0.727917278978188	-1.1179193167459	-1.18085488036088	0.817181816620587	-0.6566118063511	0.300574362035593	-0.191379815797104	-0.773626805788191	-0.443509060715233	-0.0126596839453812	-0.776320854747035	-0.88458887754611	-1.16274571148468	-0.85014176535227	-0.599525752353934	-0.185604727421239	-0.370521668019916	0.120985982361039	-0.8248087745901	1.78952014986973	2.48114155845699	1.27591435204367	0.72044908632485	0.599648526380212	2.33815354557689	2.14594828468256	-0.599644826341065	0.709573662166864	1.31059465079564	1.75171415895556	-0.203227677516662	-0.178316407125581	-0.342946117166775	-0.683487797529846	0.84392384956381	0.843824621241201	1.06827908698358	2.07519849066208	2.38751963607505	2.30967501698801	-0.281384865819926	0.982148902958653	0.809938149070103	0.611997491128948	1.54626191699288	0.483199128381995
KRT17	-1.30886233720705	-0.438954728655058	-1.01133624860476	-0.560336329778242	-0.391373687802422	-0.808909150824849	-1.25361049650866	-0.92824029825383	0.0881538252413778	0.481804131513139	1.01908083270339	1.26801116875308	0.762232590849924	-0.537923293628542	-0.00484739372461986	0.376820902369996	0.596929220082218	0.597423431998257	-0.166843750713728	-0.190912922539515	-0.408434514052898	0.757789941179153	-0.250964927911759	-0.262205620214846	-0.0364611836303549	-0.793930323710024	-1.20109259406922	-0.539679323202551	-0.404018152250001	0.328682558718423	-0.1947246633813	-0.931889054314795	-1.14897952479504	-0.369170954595717	-1.16216551932083	-0.874676138672984	-1.39494984692208	-1.40299919206522	-1.49521177499498	-1.12675576129403	-1.22201247932365	-0.708452692529675	-1.16148729232967	-1.46659480202693	-0.594747148825812	0.486273069051784	0.0912295057826811	-0.209146187697188	0.155845085017918	0.856921490933457	1.42943445022253	-0.48673555730354	0.191780600402202	0.862494518922827	-0.480910165782577	0.242857927682131	0.820334036425889	0.036245801336618	-0.318298672685208	-0.479769272316828	-0.261774499181706	0.366610694487585	-0.346258448956403	-0.35471788483838	-0.0761611216942508	-1.17776999769106	-0.932956341750495	-0.143826093602917	0.962398931992639	0.800449893165704	-0.727353669531357	-0.862730931510863	0.150245769160674	-0.65908407666158	-0.25368309344997	-0.862999067763182	-0.13622889978722	-0.121749542162009	-1.41437132370768	-1.38686895633749	-0.894349978990174	-1.25438861739775	-1.34420374677737	-0.946526139147252	-0.669457269324813	-0.208515278868203	-0.376021572963782	0.968913065651911	0.321973894836879	0.238536202203583	-1.25691751028726	1.29385214287361	-1.13052544154722	1.91455076397643	2.05923918875704	1.55714091235629	1.54105273721717	2.34251725297141	1.64457436090649	0.766612149637797	2.03163692748893	1.84662291338902	-0.931783902843297	-0.303740451456373	-0.687443428524467	0.976499744320458	1.06184593616144	0.834182485222115	1.66455314049103	2.16297111538936	0.996189357358373	2.81496281440985	1.21351641864949	1.22953624533214	1.37717416888825	1.57091575512247	-0.0181175094276093	0.309518703037996
KRT5	-0.931991615727338	-0.758148697116768	-0.908441125358274	-0.474572848877752	-0.431028402110535	-0.804493337026666	-1.08649299407403	-0.859059574947241	0.0592478888112115	1.11787101019147	1.69729736774443	1.05958080407084	0.839964831367123	-0.240009041026818	-0.452662059235537	-0.016432382764589	0.00634444599391954	0.553317431062322	-0.0391514755820119	-0.240886627331329	-0.177163469154481	0.155164607737728	-0.510525019392134	0.162243034114897	-0.0629675512800723	-0.882742857980803	-0.926529795700583	-0.755821938690994	-0.279575481453196	0.121654667531293	-0.203906757065613	-0.906264480379324	-0.614022467383269	-0.110749816123017	-0.939762873397542	-1.04632032626625	-1.06602560295897	-1.03720959476284	-1.26164651854726	-0.820982721800887	-1.18950546016004	-0.353893184819362	-1.02986558305668	-1.02147655081685	-0.549306251019739	0.308390021786413	0.585493671029665	-0.472269184828413	0.156388609688755	0.36290429736001	1.25240152651644	-0.603433695788058	-0.328044803995067	0.694551090147401	-0.662664997748398	-0.124999046383093	1.32785662792201	-0.327929332112895	0.0331339226579198	-0.775648460859998	-0.0419112535659322	0.579650793791741	-0.337900329138483	-0.421271028066966	-0.0416052530781756	-0.893868573828116	-0.756618694677983	-0.909289843692241	0.4397161933811	0.209846317540474	-0.730701030724385	-1.08160275986403	-1.05372784750761	-0.79606388962808	-0.697167996141516	-0.867113738728767	-0.480866066456149	-0.366791394058021	-1.20560801412898	-1.29880537023034	-0.638750770950491	-1.04864708469202	-1.23530738222373	-1.00911528583029	-0.666764249565519	-0.534352642278411	0.27018614956967	0.954403240194095	0.441650347407488	-0.987897327481112	1.12359264195312	1.60481593731255	-1.22046924536457	2.03032404952378	1.44030314678151	0.916337934235958	1.57979895403989	2.21028697788949	2.27477802408279	1.76208286723727	1.96629489085918	1.47650358184256	-1.09043635885022	1.54311931066782	1.06637632433668	0.95986506022085	1.576456043051	2.67569639898541	0.693459880860872	2.0687761862872	2.2567066745228	2.610454785558	-0.170668175782283	-0.0143712096678114	0.0441326194348423	-0.276475061416867	0.313436143037347	-0.424065447615538
MID1	-0.368617952230598	-0.75570761805241	-0.690755638276902	-0.248452535318305	-0.841745592453146	-0.573019055668469	-0.61116103640838	-0.979918417834819	-0.766374377622546	-0.143301027271591	0.815848733379029	0.337554018904957	0.123367961981791	0.10525226153708	-0.305599757728863	0.290485685341307	0.218688105696641	-0.212592421201447	-1.2049568777144	-0.983546199008418	-0.183964664008502	-0.875323839946951	-0.24842932989502	-0.00963778914835813	-0.722724976422927	-0.867348909477909	-0.862622738268806	-1.07332024655808	-0.97431817568197	-0.874720498941534	-1.1073548673765	-0.940190733170414	-0.474713147490913	-0.945512510243839	-0.269066686336732	-0.428967523054525	-0.555963069553786	-1.16419268414325	-1.55144478792806	-0.936810476511857	-0.59764774491525	-0.695922712528425	0.103457708803018	-0.684815049915869	-0.325471335202161	-0.748103974355932	-1.22754348971208	-0.947964549970983	-0.383693742224937	-0.810387330453633	-0.124481428987226	-0.998614253861662	-0.888581871783943	-0.412584494215114	-0.82814721440797	-1.00702235223203	-0.679323099738353	1.14571382537933	1.07950875274642	-1.51905001702181	-0.181033045533462	-0.46866426715455	-0.884783917506252	-0.864788577775433	0.638288569541135	-0.593872996060844	-0.502830385371582	0.51380694389778	0.302049721278473	0.882386417079031	-1.06762718271209	-0.0384511897275852	-1.09175308778769	-0.933786036343675	-0.955622339655127	-0.824140411320711	1.63099337226227	0.943687410257655	-1.32171883254485	-0.82977159403794	2.09241000886685	-0.917062661296081	-0.389371335788736	1.39423617362362	0.49130541845215	0.516754032655011	0.588095238975067	0.165362042987059	-0.47446562297587	-0.860804980111459	0.384908552689125	0.323035159069465	0.921727344688682	1.03382500943879	1.27448071918937	1.94924028233775	1.18450555797123	1.66055708152773	0.631195445156933	1.19743871388223	0.818030043167845	0.533160266917706	2.20876973636036	0.248754599133272	0.464487684275457	0.470652591728248	1.15158479747051	2.0935857503133	2.30762483955566	2.55376476434266	1.87673880485343	1.56795970747835	1.32656915932374	1.4865164068881	0.662631058567398	2.18273325143427	1.18637746211624	1.75217209265802
PKP1	-0.729176761655636	-0.827568630315525	-0.812386659183597	-0.603065893437801	-0.114786798989153	-0.509971467168894	-0.549675835674198	-0.321288811508364	-0.740890079353242	-0.484557346254669	0.456097634654674	-0.00926869898162426	2.2297357574053	-0.369366312922666	-0.391772756131311	-0.952470381867802	0.467614470894127	1.07137932086201	-0.15529976426455	-0.966390337480054	-0.614015956240272	0.489552381394868	1.02908290850491	0.76049275520923	-0.949870781036849	-0.766009478080237	-0.387442607072777	-0.761724670896661	-0.673648078789825	-0.818606053032067	-0.410408266739245	-0.818341558761476	-0.635220839762519	-0.788370579413925	0.804247664544158	-0.836281827286712	-0.999096943283433	-0.617605521341151	-0.935973496362077	-0.583886280330366	-0.921494324292005	-0.867922899028567	-0.957986976654416	-0.871436894337849	-0.491849831143823	-0.271261609470847	0.173171891892956	-0.693870555021305	0.451691915804543	-0.480257425112773	-0.399125696853744	-0.982456475173673	0.303726263856722	-0.487829518230839	-0.857947686537703	-0.389490548425068	0.0323778131677342	-0.792821640139015	-0.4913661844776	-0.624943348105264	-0.667194418587402	-0.41737580152453	-0.399125696853744	-0.60101039510635	-0.345350233152994	0.554958036022467	-0.884064606513784	-0.301640665693025	-0.216942043270595	-0.620409160609417	-0.663499055778287	0.0950856262353039	0.457850853819735	2.91149618928092	1.21356388375262	1.36917719861011	0.00455301590155086	-0.45985358138146	-1.23571351775423	-0.738207351751533	0.935716430986254	-0.57276996398638	-0.766923872558566	-0.855098705394479	-0.592198957406086	-0.901800836601707	-0.905715351806456	-0.818628723969546	1.44037149927407	1.01831421320227	0.35194734787506	-0.702651764804929	-0.879386836413902	0.638651580216651	0.0947380051939553	-0.0146417111642034	-0.0452021348862151	1.09639292188077	1.31080709158023	1.45983827758958	1.40388640389082	-0.12113466148334	-0.459966936068857	-0.673935243997895	0.537486300205135	-0.468544107415168	0.00587548725450596	3.78931488847698	1.98823737439731	2.31928596044829	2.3167694863881	1.48055195746644	1.23796536945944	1.28540808462433	2.05511663996106	1.70486576986517	1.25932139256488	2.43876935794303
LCK	-0.459100073311791	-0.805540664827039	-1.08975977825619	-0.806407737246297	-0.902372783648506	-0.471076511102787	-0.0976934505599819	-0.807726409883918	-0.965352950101456	-0.483658093186389	0.0734991602171909	1.79684172150914	-0.604045679397687	0.230547652155224	-0.933036438475376	-0.130868002600953	0.151481485924171	-0.533370245223825	0.172128647907743	-0.512163098969483	1.01439918317283	0.453096239764675	1.22134046723564	2.36076394618381	-1.27625260443151	-1.04967574287426	-0.785868959315133	-1.26628127161005	-0.766025645720247	-0.788650816660251	-0.393356113522457	-0.131229282775643	0.648882998433915	0.485963703657158	1.05365227415297	-0.506698736327286	-0.842662202776505	-0.896881324993208	-1.24458639711987	-0.736093583247126	1.05553996306573	-0.828247123806348	-0.617241437778264	-0.400888805164758	0.861369933178231	-0.518928070240565	-0.94799343770757	-1.15090644782258	-0.334476477052246	0.333349925863453	-0.693607034703504	-0.848822029754982	-0.599195493052464	-0.897901941486709	-0.892383386818308	-0.645466451425972	-0.835328215230285	1.64265637495553	2.25661590382485	1.43007008816318	0.544933660171043	1.05585608321858	-1.09810535029154	-0.773820265489199	-0.777017595035211	-1.03199107832315	-0.350481188791042	-0.475348649168504	-1.13832486573898	-0.751574438732621	-0.438245175227773	-1.07964393336485	-0.68126028473345	-0.109814400420854	-1.17638573214264	-0.0977747385992874	0.898157286966108	0.485376623373286	0.747395070067692	-0.776719538891091	-0.585548134453525	-0.666845205763292	0.471657008739408	-0.16259743394316	-0.95903054704437	0.0695160462912263	3.42514953284872	1.712338288649	1.97450124741328	3.00773545101548	0.990771459748061	1.33551403444226	-0.54026166455605	-0.852696759628538	0.559592603259117	-1.04217014724506	1.82057782898632	0.116464404992278	1.10790752438714	1.46064342294638	1.20444158706449	1.35764244514207	1.19770371180651	0.885846665013523	-0.0786359213450494	0.498364645653415	0.542648563066124	-0.285929453578187	-0.29887231583648	-0.450230645023135	0.397775213015166	-0.422917863816521	-0.255049030646502	-0.380512603312204	0.700961535615574	0.881375822851726	1.93670230913627	-0.394123833893674
PPP4R2	1.35986401341947	0.968254944030058	1.34510355450759	0.737369150746243	1.43993911580609	0.873310963830837	0.560754761478426	1.81291562268659	-0.558376108550107	0.714136529164051	1.9385266633743	0.344675892349661	-0.839018433055782	0.0659696196425024	0.0929194606778445	1.48883604002941	1.33437782754381	1.20254818847926	1.49355226221059	0.712889711805807	0.534920086279029	0.779242079044545	-0.41059340266579	-0.275565406030095	-1.81073831914531	-0.380460692473688	-1.25935851113517	0.746677687793508	0.417781208261622	-0.906393035644136	-1.69716177643717	-0.389970578907998	0.0582486450700201	-1.47560775282221	-0.941203246981453	1.42213518346694	0.100028642881994	-1.81524544773226	-1.79871156537293	0.0293085427858047	1.41155659643985	1.56969330734263	0.547566376626935	1.17291885175477	0.565865938226508	0.812139471204927	0.160170155951093	0.261805131165985	0.804929614307255	-0.176966160035276	0.154214860618858	0.492210783603768	1.58831812564435	1.64889331431632	-0.463362430486139	1.27238544895533	0.707739814021755	-0.592682946419809	0.552832437518899	-0.851285257251179	-1.01877697044439	-0.458173811666117	-0.657873682579438	0.936364298804904	1.52187282791928	0.118235273995238	0.102088601995615	-0.35132698500962	-0.447494549945503	1.22150600769033	-0.0104502169485181	0.731080854504664	0.502324718199215	-1.72013109497477	-0.334382659669009	-1.52590637854765	-0.620531115489663	-0.965063149346363	-1.23238543747825	0.629941508550191	-0.708551774457391	-0.38532405459156	-1.65584643105685	0.127226298547547	-0.890672295040187	-1.75694705597535	-1.3047163326708	-0.322425603761374	-1.60702694890547	-1.2424916278665	-1.64795508392609	0.134048945085516	1.39577390217834	-1.97135317635019	0.310492961795063	-0.0837723706619135	0.012317752202029	1.03909895144135	0.758603766872365	-0.526911394720626	-0.431525994711344	0.30787541976347	-2.20927070976622	0.474391362850228	0.0324294582850125	-0.131546384842092	-1.84485155183516	0.298450719608295	-0.780278621488808	0.179646837044163	-0.928309142003336	-0.114842129924497	0.3467126188417	-0.980125632338816	-0.452001678532448	0.775517115384201	0.0154928771515953	-0.307076585102741
SORBS1	1.0832766538625	0.748614777900827	-0.127294631442712	1.01386938421654	1.07110024204124	0.575062158490806	3.3582850599702	0.24559291076691	-0.856716812008645	0.515067065733556	1.63023349490879	0.602110326475666	0.770883661189222	-1.1821215149096	-0.521564090591656	-1.09265847218604	0.00885900880199584	-0.535574714377509	-0.880449620339201	-0.44240019110588	0.763417643474203	-0.260330972479995	-1.55694660496914	-0.585468724343852	-0.171754896105505	-0.475700180153144	-1.43538054720337	0.0702921926300742	0.849410322715469	-0.240301033373728	0.164482852107439	-1.05416585490099	-0.0547356172942137	-0.287413585759966	-1.73790496282774	-0.0800959658187005	1.0494944306837	-1.24655143941222	-1.28900526563488	1.30727440796062	1.03426099892146	1.36493583197419	1.37338354059984	1.88994240871185	0.409483624898672	0.520853875311979	1.12044312728583	0.819572085826726	2.02864500079467	-0.170738759899771	0.672482064384702	0.403102633979607	-0.113232339714193	0.990162409857316	-0.183517964385454	0.967135730076509	1.14223838776646	-1.03124251100551	-0.0976372323532946	-0.727426396814537	-0.0611510535083874	0.239900825750039	-1.09853139500223	-0.0817493399839643	-0.604852814166813	-0.985326932624338	2.27201823339197	-0.100608139056503	-0.0673942632470133	0.721618277858631	0.83844810754682	-0.7884462371013	0.487984452453587	-0.50242972915824	-0.916289949900802	-0.951656656654645	-1.14578172856891	0.148414121938783	-1.04297113399035	-0.843395094124985	-1.07618500979984	-1.02936524242204	0.205920542124359	-0.763740349183896	0.514834559991566	-1.37000337708524	-1.19946472099731	-0.359455920481819	-1.54089509744804	-0.861823327008652	-1.67467201233018	-1.13438894721139	0.0229213005305144	-1.97335577754982	-1.32619757302953	-0.288550280498584	0.756890260050923	1.82881062121598	-0.605248935060574	-0.811980984984975	1.54069295027123	1.42481897752234	-1.00673468353499	-0.380545052412708	-1.39601818621681	-0.497090708416242	0.191005729341877	-1.2109866722115	1.57073785893063	0.709958545464012	0.154433437259196	1.30072980188979	-0.269381473770058	0.818237330641227	0.786754330910998	0.640430717285163	0.102998000336696	0.562472403128226
KRT19	0.180508178972522	-0.0743365364483648	0.445756315863935	-0.439003836415267	0.150705896414094	0.3671439957295	-0.499468834886829	-3.94128829704335	-0.217559579399759	-0.41929209047111	-0.0300633292880762	-0.0432044932508474	0.230256871117298	0.523664645071793	0.801819282283785	-0.0210678896707017	0.405003063336531	0.155399169257941	-0.274348180810306	0.185357894244497	-0.503145231947842	-0.00917826513295761	-1.49535786598692	-0.439786048555909	-0.471465640251875	0.212265991882552	0.91844711245338	0.821609249442006	-0.161553190129852	0.769357478447177	-0.0789515880781479	-0.0919363096127899	0.613227935175204	0.427843657843253	0.826146079857725	1.08075613163642	0.864239811106948	1.32723117715244	0.60438893798596	0.16603725437066	0.130055495901167	0.748394193077994	0.59946100149992	-0.116028443544538	-0.172425938884764	0.509663047754317	0.12536222305732	0.947623625299295	-0.138477931980938	0.294398266649873	0.0711549217108886	0.24949928977707	-0.344277946183625	0.552841157917708	-0.442054463763769	0.198968385491653	0.721798980296196	0.07553530969848	0.321384585501992	-0.264335865410099	0.890522139032492	0.200767473415128	-0.603894155662422	0.291816966585756	0.188173857950805	-0.303290030014029	-0.126353643801001	0.611585289679858	0.271870556999408	0.434961788323086	0.0100641535268156	0.96803936217003	0.57685507063539	0.265065311375829	0.902881090854621	1.51973358496423	0.279614457191755	0.912580521398572	-1.13173090816707	0.644203535944593	0.951534686002501	1.47898033243683	0.963658974182438	0.650852339140044	0.199046606705717	0.536649366606436	-1.3178191764256	-1.18750263379478	-1.57156097272818	-2.46352529882269	-1.78993895815238	-5.21662261538749	-4.16651063869816	0.709831134544386	-0.0838013033501229	0.759736269117291	-0.0562674359995533	0.261310693100752	0.00826506560334102	0.175658463700547	0.549477645712952	0.0887546948753151	-0.317604512187762	-0.37783484701713	-1.09222919506469	-2.362158427517	0.0746748763437739	-0.654112175091583	-0.209815679207411	-0.0854439488454682	0.111751731810164	0.650774117925979	0.0117067990221624	0.425809906277585	0.235263028817401	-0.682584697010921	-0.170548629747225	1.22397917458781
TPM1	1.69582143488957	2.38585301231708	1.85092740648654	0.944170642131081	0.859648251038679	-1.06883887454699	0.264338405040767	1.57836925149766	0.720432868959436	-0.811005423431871	0.585984663735512	-0.260370588072665	-0.540226323573772	-0.350454685496274	0.38139332369474	-1.16091793185027	0.230277271857111	-0.632780371324594	1.00482260418707	-1.79498699836752	-1.87793760288806	-0.543715344315708	-2.10085493801395	-1.51516580762623	0.0352461940968421	-0.499135331766512	-1.92616208759839	-0.342319394558393	0.105294330824184	0.764727887240108	1.12211933615979	-0.428957652189842	-0.696377274155334	-0.724565798169394	0.0744113155440739	-0.149628724276007	-0.849255108743842	-0.608322681371217	1.27420264127241	-0.122778809705016	0.406740541213511	0.316535537130528	0.364129579974119	1.67820360738078	0.89437437084889	1.08377465275831	0.480459058671849	1.04785673873427	0.42908236462784	0.698436493143317	-0.81617850121509	0.748699118683094	0.014700698193212	0.286075695158227	0.54960903164384	0.401930183408415	1.31997444803544	-1.23000745149258	0.551534902003869	-0.544293969042712	0.900272888588353	0.956554938526965	-0.973184434602225	-1.06710300036598	-0.447076378716036	-0.97379760408905	-1.01208183416084	0.917243001850494	-0.117243011943678	0.559998368160051	0.665705333212775	0.586546016082606	0.646455265802438	-0.657307150797611	-0.483952909825115	-0.371095179489412	-0.714711905430411	-0.213260171866569	0.357194719440023	-1.23712367201574	-0.421470075498607	-0.262495090801666	-0.581697307739065	1.17220923790046	-0.0330228874997083	1.30408385851771	-2.14011505755069	-0.303275179770536	-0.971794008019423	-1.57602503824115	-1.7962651544809	-1.22340940236674	0.0909237107385838	1.57741927060257	0.962358458176918	0.249501430697583	0.436526760369299	0.731970818739701	-0.139990736285906	-0.156814034318806	1.08083834817351	1.78727868651607	0.768899166988512	0.183270489930478	-2.4095210032059	-1.23985270804161	-0.138237589724983	-2.11924138642876	0.860399599564788	-0.808500928344838	0.489976140002576	1.09802436618454	-0.134031765216757	1.47076232465477	1.21055392130194	-1.63570111083219	0.0989726397769128	-0.359462231619639
KIF5C	-0.14419265547321	0.573800059073218	0.801960839738499	0.802416000310544	-0.991332234939981	-0.466175882750098	-0.909522069512352	0.246664941843178	0.629487965583461	0.615127319708929	1.72904376663451	1.36570689260179	1.13910948955353	-0.786107589187768	-0.787763318225208	-0.604722802962683	0.394809813248893	-0.0785307955581463	0.930144611274515	0.305354269516909	0.404790363183743	1.55287683566287	0.0590992069803184	0.0436897128310729	-0.0670528333065678	-0.4971531877693	-0.159186568230587	2.01192936042571	2.226072514778	2.92738920140949	2.52697982861018	0.489813038735807	-0.773607164781595	-0.337569933292184	-0.534806181178501	0.0426672506764784	-0.965961980445975	0.655049519448326	2.46787491954458	2.49670175577412	2.1668356751118	2.63641626180195	0.0460974462918928	0.85675821469474	-0.488208293049105	0.979005109204078	-0.166284434542483	1.18993575343193	-1.04820751685556	-0.00468923840632641	-0.445680463947998	-0.41813995107424	-1.00185370033726	0.447159875564138	-0.586443818250543	-0.303947419731096	1.17135992486846	-0.692806268448502	-0.347055743474811	-0.654176988594914	-0.857482044108502	0.137268087831584	0.0146188049904379	-0.515715823272714	-0.197057247130766	-0.989379662051206	-0.172768823561621	-0.846274539588138	-0.521613121119215	0.360296768133803	-0.208772684463411	-0.819914805589686	-1.0409843164731	1.81764176146264	0.476250572994862	0.780865136703701	1.30552015261133	0.835418440048846	-0.947498292893005	-0.859124580085883	1.44786007759096	0.902181920478859	1.25625066981993	-0.504613863232826	-1.03891300604379	0.112016570878112	-0.439215864518948	-0.79530315204909	-0.95460935226496	-1.06641393973737	-0.48072782799549	-0.820178666790872	-0.216319114817322	-1.05265357809554	-0.859797426148906	-0.863478289905447	-0.51820271509389	-1.00867451238791	-0.91565684243992	-0.917022324156056	-0.936356753672939	-0.892127019824185	-0.965731101894937	0.333917244545262	-0.796253052373358	-0.417724369682372	-0.755948253892241	-0.411820475305842	-0.649625382874461	-1.05246887525471	-0.959325871236154	-1.20415608328634	1.09584944561914	-0.672614290027765	-0.866011357436829	-0.526448377630943	-0.789966559255109	-1.22196011783635
