s0006	s0060	b0251	s0132	b0556	s1551	s0067	s0059	s0046	s0176	s0181	b0551	b0629	s0050	s0204	b0339	s0350	s0088	s0141	s0055	s0104	b0326	b0383	s0168	s0205	s0077	s0086	s0037	s0100	s0170	s0040	b0428	s0026	s0146	b0421	b0252	b0243	s0025	s0177	b0165	b0241	b0502	s0047	b0565	s0162	s0200	s0103	s0033	b0341	b0671	b0404	s0035	b0679	s0154	s1511	b0340	b0626	b0434	s0107	b0772	b0336	b0664	b0318	b0694	s0019	b0542	b0354	s0116	b0499	b0512	s0106	b0427	s0109	s0001	s0190	s0018	b0668	b0627	b0334	b0566	b0374	b0370	s0080	b0521	s1616	s0201	b0359	s0210	s0013	s0101	b0387	b0338	b0667	b0504	b0574	s0138	s0087	s0229	b0382	b0344	b0515	s0042	b0244	b0494	s0195	b0305	b0433	s0136	b0327	s0071	s0084	s0183	s0175	b0672	s0004	b0519	b0554	b0394
TMPRSS3	-1.30932272118373	-1.05240517229144	-1.17754322803724	0.10887206473674	-1.01715712692012	0.0471620422220839	2.59803898747335	0.69914710913211	-0.502514910006974	-0.95706134266257	-0.942758038677251	-0.385989968390175	1.39272763684588	1.46016820517327	1.89515352923468	-0.356610832110776	-1.12452703156445	-0.956432942769624	-1.21228970652153	-1.05953088116925	-0.898516380159177	-1.16497523017832	-0.406006522778337	1.70157177138741	-0.828377727887755	1.69183445561506	-0.814720119205279	-0.581520342419235	-0.592358799288401	1.7757979055313	0.130047411588041	-0.695168480856399	-1.12548980938208	-0.127723377525868	0.947589907174577	-0.0345011181777758	0.130030116178143	1.89584534563058	-0.801742796645443	0.68980182265077	1.36561419926306	-1.23486598157454	-1.05376574453671	-0.865459086708221	-0.424783572790504	-1.19261906033132	0.518629150894171	0.885412908592686	-0.584598925381009	-0.613453434226847	-1.37659610054878	1.04827225332517	0.827121612101124	1.60753662777413	0.129303708962444	0.827899905546516	1.34532091831654	-1.05903507941885	0.428646898333563	0.404168128191819	-1.0305495393175	-0.728738871467651	-0.384283487946944	-1.06246533571521	-1.08090800780269	-1.15654083528492	-0.837884438194805	1.2704836796896	-1.35320694123059	-0.056645007983343	-0.941259103152792	-0.872267713071245	1.48891317642309	-0.795602926131793	-0.481598994304137	0.499044981753449	-1.33222184388816	1.54062645201693	0.0494104455087725	0.162309116183707	-0.269084527755628	2.12287642621981	-0.932288550552568	1.13128445569704	0.714620735853834	-1.38360650669394	-0.229898894064287	0.833036642286104	0.315494561646797	0.649186435074561	0.796330017346754	0.817453477968362	0.699279707274658	-0.04181131142783	0.35704966649411	-1.05879870881692	0.291142624510969	-0.3058833948811	-0.0962803223320215	-0.00430333249655681	-0.526607415994338	0.197931895436142	2.11763015188421	-0.182192388430059	1.02085326350083	-0.274094431489302	0.333378015480921	1.28501758914022	1.31382021175637	0.956341384582765	1.52935560990032	-1.13572292690483	-1.28199597354551	-0.597126567283508	-0.453124984476046	1.0531322635064	-0.739058466039889	0.0587557319901119
TUSC3	-1.07080277144752	-0.508306570074973	-0.637968439418597	-1.12086878390118	-1.3418874716057	-2.26003441962633	-1.0333078795754	-0.198224997671071	-0.496336241642871	-1.52868831552598	1.04244720257603	0.0559829048345472	-0.994447551000009	0.734550328897383	0.66181806716925	1.10706877028668	0.360994155613597	1.91027325662506	-0.443921678059567	0.0749715779215161	0.73505098902192	1.05310671177299	0.633935849688238	-0.650858161897575	0.690838148569661	-0.459633303058661	0.0764007350042851	0.365527405468492	0.607710362073876	-1.67871339757121	1.34209683856687	-1.0660510517201	-0.397269257364112	-1.309144299461	-1.14368067975733	-1.02480576036964	-0.956588542673687	-1.14076774812367	-1.9201226067114	-0.642146675730638	0.348350211741209	-0.886714595111088	1.34012150680278	2.94327163721439	0.57877220687566	2.04308473329759	0.401848021775782	0.451012846005276	1.28414770487959	1.91200280978255	-0.231987695887548	-0.613627254454763	0.0918392726627219	-2.2089852927463	0.95869131519674	0.659797220848392	-1.87243245412145	0.147093944588852	-1.17099851673432	0.162013616300042	-1.27925033857049	0.544317687396188	-0.040316794392229	-0.689973371990916	-1.22445081221212	0.508452216656657	0.925210807232274	-0.0307314287351926	-1.33275725151642	-1.46986530234861	0.448800838545959	0.233881101449433	-0.380720164520339	0.499658804287523	-0.64372147939509	0.335715370780176	0.986782899638921	0.987465617990562	-1.22930266396445	-0.745510234169057	-0.78964114841912	0.516171485485876	0.710636980767245	0.258813975651354	-0.036803070609118	-0.782185864019202	0.927177036085	-0.0539984701591103	1.00264927413105	0.401019656842459	0.361467507004068	1.74405409527891	1.63463710078928	-0.543607660310481	-0.4043240136644	-0.200427902219032	-0.346757202254046	1.29934046393144	0.631596401469949	0.528970178851301	-1.3022351897424	-1.10587628889914	-0.0534613983891538	0.554858858745522	0.989204274059408	1.00509795728561	0.992481322147282	0.687734055797534	1.47970554952359	0.490401143439273	0.0505939813122626	-1.24583355098551	0.346766305165402	0.333339510916465	-1.4668795474241	-0.51333137714305	1.03650300146108	0.692959126915426
PLEKHB1	-0.475997213071348	-0.467208096965322	-0.458756177974289	-0.719152984841992	-0.615362246772578	-0.385496439555917	-0.377029859820754	-0.686320248362516	-0.747572837338293	-0.762262902956706	-0.388457909870208	-0.628161076398201	1.93949965944051	-0.186080997897583	-0.78431999250052	-0.045308532759859	0.278188116844021	1.40943312504278	-1.28769664220931	-0.0869010638571013	-0.611572444414933	-0.7246507638908	-1.12212552837543	-0.668008978943955	0.506815091181684	-0.92079685960811	-0.574018948325548	-0.509929505360586	1.17126200627639	-0.505802505887948	-0.62040554275335	-0.7347886684568	-1.09275272751067	-0.603406409934439	2.14227974187671	-0.33864070131595	-0.832033384272102	-0.618103805924916	-0.0930952282520906	-0.520683161180053	-0.601383227244477	-0.977416653438758	1.15688714665677	2.67137866716185	-0.763648343277005	2.04891279288384	0.403596122133345	0.22816565787194	-0.264992453178129	0.62094898423492	-0.451007974701503	-1.090311713613	0.140083907137984	-0.880567777714971	-0.924953180569008	-0.189914782487618	-0.181301595311153	-0.141226451231381	-0.928398455439594	-0.371920590491396	-1.08732092181045	-0.15979428367222	0.605980364478035	-0.781094628791887	-0.697433092413171	-0.573410527444146	-0.397291008208625	0.0939612061045244	0.832510852405086	-0.518784594815198	-0.119521219546691	-0.06562832412425	-1.25925479859681	-0.268598996234147	-0.369259665431773	0.749289138350276	-0.579575370350876	-0.326648212617485	-0.341030402609165	-1.00258182073817	0.349915807500791	-0.868553297900311	-0.847947622025382	0.335079134441078	2.68738086937991	1.51254213851014	-0.686364230594906	2.95711657025852	2.59055398477232	1.70281660620333	0.224089971003758	1.35293061716517	2.38657905168951	0.395452078769045	0.425799819118461	0.124961349567732	-0.726043534583164	-0.533196106295138	-0.544594834856332	-0.327403240940188	-0.336551545277403	-0.940039086278935	1.27357200918866	1.08511547376761	0.733257614643954	1.49713369642935	1.79784754965498	0.949488929819573	2.35714027747616	0.764514321129439	-0.414084890609714	-1.22907565680489	-1.1377905334785	-0.954245347341052	-0.758612377668297	0.272045265053486	1.40408928380734	0.633058758886426
TM4SF1	-1.27621334612955	-0.249000327139404	-1.69701698526711	-2.63248038211314	-1.85534153206277	-0.972031131717629	0.477148918227484	-0.0174991234265841	-1.00227243499487	-0.515726832211124	0.283846893181959	1.53776298513504	0.395091933236649	-0.919279229369913	1.27892551570086	-1.71401352016161	-0.961471113682734	-1.60657531842067	-2.20932930741501	-1.80581133013248	-0.349671581208696	-0.77923852084067	-1.49580527265829	-0.243630826443694	-0.908629719656756	-0.994844625699141	-0.174137096285768	-0.744818644586126	-0.335931166607882	0.492775542047048	-1.13020423105777	0.137534883199138	-0.0802947456653761	0.260854415843923	0.646701228657373	-0.632224345382258	-1.21942055030955	-1.04173138113308	-0.589702030257392	-0.404433604329678	-0.633105494214374	0.23235475830516	0.33898753494174	1.55855259039278	0.60229958828901	-0.143847605181768	-1.26926053112613	0.465101961538393	0.289216393877668	-0.216859046692909	0.230358405482396	-0.108133541580052	0.537108342662901	-0.209975071441999	-0.773696920763689	0.289422913135195	-0.276171377454741	1.68686988906973	-0.258541516837163	1.00466794170464	-0.502165400966833	-0.907665963121629	0.97458496985817	0.59775616462341	0.163928044311123	0.112972859503895	-0.68313822633798	0.0609024707060196	-1.38231605667181	0.435707387217011	0.0434997812717214	0.23455763038545	1.67867795852114	0.0457577251540196	-0.576656897156919	-1.67855416364417	0.33664698335643	0.0420403785185289	0.541789445833519	-1.16127849534037	1.29806296689838	-0.921592245054218	-0.122672497309972	0.348418581035486	0.971280661737734	1.23665790766028	1.63324372186515	1.01988152700915	1.42899617617067	1.10028635793977	1.89084207575416	1.19239394679693	2.08834332570274	0.895901132740279	-0.0740440961375501	0.660262659901664	0.738051580236935	0.164065723816141	-0.427770280430259	0.758015108464571	-0.351729889808718	-1.00156338554403	1.08245686203991	1.40132259566202	1.72273540012696	1.3353052730058	1.24842950533933	1.3186460528986	1.13394899691671	0.425656783350685	0.593350420462829	-1.31704908731794	-1.40109554115629	-0.615695920804825	-0.466286121959096	0.605122018141883	1.69375386432064	0.0398099705372344
EPHB3	-0.516344917568377	-0.995957003911872	-0.887482572365276	-0.735189855325903	-1.27048965456091	-0.432765946364497	0.335969085170094	-0.723130820460733	-0.767698055445924	-1.25592780113882	1.7381162994457	-0.358790593335474	-0.909050421672085	-0.876409496325561	-0.666665716956842	-0.0574569273060613	-0.843578963512603	-0.353946122568098	0.892846214085234	-1.38686123708446	0.265681597363202	0.463091411040423	-0.201368994329075	-0.408960728953774	-0.266925775848452	0.831934815493477	1.32441176843448	0.0823975399352758	0.36408787244218	-0.87079711531913	1.26496034733427	-0.674610269800405	0.968584916552088	0.189355111750404	1.18374198908748	-1.12247258588961	-1.21998770587635	-0.962747256166047	-0.683682987069247	-0.16391203933514	0.337884120581073	-0.844555441964736	-0.745295933286807	-0.389706090737453	0.543304849715107	-0.516629328768027	-0.624079879995882	-0.867535866896473	-1.19798375939675	0.334594431038452	-0.5845467232445	0.233865464495664	-0.60963179105365	0.863713026867729	0.00273396291324773	-0.482518945556643	-1.29398201965202	-0.305634140120847	-0.838715531998585	-0.072360074167733	-0.505044312568941	0.787889001040979	-0.338350908453944	1.90042029071276	-0.894535970116601	-1.60399970764409	-0.676515824838061	-0.473199738581438	0.0562885918073851	1.12229968958971	-0.974635644311427	-1.07034949336705	-0.354154690781176	-0.975213947084049	-1.29590653543632	-0.284985887026241	0.209207013485989	1.49489732187815	-0.748813151789149	-1.01848237092417	-0.405443510451433	1.30136498088949	1.6309501594175	-0.644159310691187	0.940295482560213	1.4281270525736	2.60966597965385	0.716122574995905	1.0480209646144	1.09709137692738	1.71662429312547	2.00474231874446	2.96980640139761	-0.173999156549402	-1.48924926895854	1.32841248597623	-0.0213746264437697	1.35116538194825	-0.784734286304972	-0.20168184664869	-0.688385252236798	-0.895730497155133	-0.62169082591882	0.956004461154226	-1.10154940196868	1.77163889951114	1.29145799076834	2.19371460016539	0.642858249966008	0.268070651440264	0.43663168909963	0.277266613562288	-0.516240633461838	-0.337393390748455	-0.648852095485416	-0.301955755272038	1.04670319272268	2.21400259907378
CXADR	-0.447365294139196	-1.04434681546099	-0.861827547547917	0.481230725655303	-2.24884129319211	-1.47033219081563	-0.290106106273632	-0.411036033313338	0.516491478809811	0.0961559250638072	1.40082474291144	1.94359870511553	0.126472211346976	-0.965409938276314	0.717217279397431	1.01315898580968	-2.16014817275989	-2.30168702880712	-0.353280749378344	-0.543530984560583	-0.633502123972256	0.133567660981553	0.432435541997043	0.223860051065659	-0.273100771765566	0.130264366023723	0.587459942576126	0.776124875527017	-0.264790156543964	-0.511776053961742	-0.205491472639244	-1.61932964943148	-1.1452265103148	0.0535692598358022	0.170260074741464	-2.20823800168086	-0.797039667370778	-0.146220723575604	-2.29511535744281	-0.0700354282374107	-0.618801413853373	-0.0124756881899838	0.554629520595665	0.629152692889537	0.90660851821643	0.196651515852751	1.44272700453296	0.960152624858462	-0.472094612206162	1.68387452016481	-1.57096047209971	-0.403514577352276	0.727671893672	0.737854143246029	0.885985621788372	0.306973186991942	-0.99261148977895	-0.858524252590087	-1.20915539412869	-0.959885823452544	-0.150187471009108	1.64476574265139	-0.2522683640294	-0.259056530412086	-2.56461673677188	-1.10347090660895	-0.742929880196855	-0.239173907272675	0.38494631215932	-0.252044885300751	-0.553133586182181	-1.68827283721942	-0.173554965573375	0.513809734066034	-0.638174226143056	0.140118381215051	1.37100430005746	0.407622419406832	0.391566869495521	-1.22380721827569	-0.554250979825422	0.530605557265994	-0.30352879741306	-0.479853514316414	1.58330909227316	0.229027996665645	1.349983332144	1.21512788682541	0.148994676968543	1.65209863843516	0.780769042856736	1.50641844219767	2.22420418377431	-0.338992078165405	-0.434382576746795	-1.4444435768438	-0.940645701657996	1.65300652077029	0.18449287627224	0.649733687055974	0.452269279164562	0.352444124561562	0.608006018191211	-0.494693898640702	0.0841998130811334	0.286552818161722	0.56527269504753	0.300436434178986	1.04709981772311	0.0939630400389475	2.16931222105011	1.34914528691157	-0.648405361688977	-0.119494064371344	-0.36612379256534	0.726987490065515	0.978030923150309	0.921008928793692
PTPRK	0.541854993970686	-1.01430818112585	-0.389938467200106	0.739127330728569	-1.72537438130871	-0.669828975301772	0.165487425385371	0.18818573915639	0.433253712228859	-1.07790036751197	0.179051051907078	1.39682481267908	-0.893721082478105	-0.545440370445223	-0.300824518256812	-3.55433253471426	-1.39906305345826	-0.818650561811027	-2.09436038444003	-0.946757630265023	-0.116728275834302	-0.300926014781804	-1.10492612403039	0.567782742627826	0.187263043474642	0.736266974115148	0.90761156221589	0.128210519842722	-0.33288819319758	-2.04661088290953	-0.50082803423267	-1.22905637409605	0.270951541809254	-1.19635603913488	1.15378677010646	-1.37366124133972	-0.719912896907094	-1.43629382421682	-3.14980429392197	-0.0837695860822354	0.564922386014405	-0.734694481728708	-1.98429201656422	0.0108436291242808	-0.820578995785883	0.518418523654268	0.739311869864919	1.22142036357864	-0.410505353946285	-3.1654901205117	1.05385882777307	0.0881655272548261	0.656453797643881	0.22906115785786	1.11235773399594	-0.0669211629335035	-1.01631965771206	-0.14773085074106	0.843853290607053	-0.142628343620989	-0.683374147909844	0.69013219002771	-0.699152244067747	0.584022186626604	-0.543622659952178	-1.23480476819335	0.724733278093288	-0.823513168053844	0.332956691622769	0.627850231509669	0.100714188526609	-1.46607844082367	-1.03875038973537	0.252682167310628	-0.63766380383601	0.335909317804365	-0.232563491721039	0.777050123248443	1.11484901233666	0.270028846127505	0.371525371119867	1.3243932016618	0.711446460276106	0.227400305630712	-0.227977694182748	0.477266296248273	0.401420711208526	0.362113875166031	0.178958782338903	0.474959557043902	0.382782258437202	1.26026585178026	1.65794769061397	0.358884440279909	0.326682360986878	-0.0744780405670265	-0.144732089775375	0.1999039743146	0.0314197428272775	1.22114355487412	0.599338934943633	0.408433198389816	1.43576257044887	1.35290449822784	0.798456663065013	1.40346822158767	0.611241709238192	0.678506224437675	1.24734811223578	-0.179056369136429	1.72493539710893	-0.177072573420669	1.07046735004454	0.516480862722596	0.80786815901885	0.83056647278987	0.755459044295522	1.01925773970749
CLCA2	-0.52546214455264	-0.345100504855717	-0.223508210291592	-0.569465919340205	-0.492827463071111	-0.371132244960343	-0.239342602082726	2.85921035556553	1.98084497412769	2.42031268389885	2.60743560889059	-0.0410801824659248	-0.546838573470673	-0.622859488459912	-0.531384207082525	-0.575459236633149	-0.391336928885831	-0.618077502138989	-0.466225684862004	-0.426568450621107	-0.190184732767148	-0.498733691209204	-0.551818489688985	-0.271636844140746	1.99211906108297	-0.0807770026863009	-0.582426369021249	-0.382833860493992	-0.523308667269046	-0.0773726084512063	-0.467096576410517	2.7206515101972	2.73200476911144	-0.334982328501182	0.0832989650534404	0.169350967242364	-0.342511581797867	-0.063121655839185	-0.526792233463096	3.26335945444656	0.376955678015935	4.4082176497292	-0.505597900050662	-0.563670531944649	-0.00861176209820252	-0.420598884915849	-0.467049073235143	-0.502019327505865	-0.436520365861835	-0.709489445949212	-0.086041937956853	-0.216810262563941	-0.54255537049117	-0.49406254563082	1.51190154403733	-0.323074865874248	-0.248882823136885	-0.577074344595845	-0.519413406888427	0.113693080096524	-0.376808874417465	-0.327358068853751	-0.507885969664481	-0.456843807725757	-0.580193719778699	-0.522445692916429	1.30208793560889	0.193316319218246	-0.510973676063752	-0.447081905186522	-0.469186716126946	-0.582909317970878	-0.403537327760901	-0.465631895169837	-0.57811941445406	-0.593193755439221	-0.515565649683181	-0.109508506591315	-0.339732646038522	-0.236904105746892	0.952923762222575	-0.158650541515102	-0.677345630613207	-0.0971735153860207	-0.163725464084161	-0.373396562986475	-0.550314222468827	-0.558674781334546	-0.627087271068145	-0.518035814802598	-0.52998286340901	0.195446044914154	0.019652627248973	-0.536546218806435	-0.440898575192084	-0.470097193654937	-0.474412065418021	1.28194658925057	0.36817550776775	-0.529333653345573	2.54512727719247	3.24963103676365	-0.413908854384094	-0.618489196325558	-0.431097086673372	-0.612503796228509	-0.518471260576854	-0.540631491888548	-0.431477112076358	0.101627273551679	-0.456432113539188	-0.484102713194195	0.770012785447279	0.175629303587549	0.0211489772732356	-0.449631242264895	-0.024161134837097	-0.20388148166648
DLK1	-0.0648869443508778	-0.313131951565501	0.261061961234684	-0.568947806884241	-0.289924744973922	-0.287862254792734	0.00496104629740573	0.909036010597694	0.184724672211443	0.519803869696655	0.0274723720554946	-0.190472474529805	-0.332197409581849	-0.138549703423716	-0.51313481039575	-0.178357440741932	-0.341294165055789	-0.34435436390186	-0.375266564300399	-0.300220427667007	0.0990810250535731	0.0515179892898339	-0.254988173490139	-0.0531911158843849	-0.154663955977551	-0.252431021029723	-0.2810459762671	0.560592547466899	-0.385344260226366	-0.308009262538241	1.63061413028855	-0.112902721861707	-0.234623178977513	-0.494673008042188	-0.508842147904822	0.129624324769297	0.800579209850341	-0.360996815160634	0.276203657442918	-0.245111696118433	-0.333849078548085	1.27458305084078	-0.219934224516369	-0.542269580231638	-0.238681086488469	-0.411452367641893	0.278106849601982	-0.431699984664532	-0.268838717308523	-0.408752685372208	-0.448225058433319	-0.364652285563065	-0.546369408274731	-0.398968433171206	-0.596489596498887	-0.190992289128315	-0.363956404729575	-0.12989730559044	-0.30655042801984	0.361922761558637	-0.42083418273437	-0.454068780613352	-0.425730500888085	-0.341445078971485	0.266134345623379	-0.105122271096901	-0.559809130878165	-0.500969471969311	-0.305829394867067	-0.0479510493671384	-0.362128669528359	-0.473142622736128	-0.0473138572786416	0.181656089258944	-0.463232608938712	0.521279472427911	-0.500768253415049	0.219510329779529	-0.205798621079446	-0.118411079784636	-0.445190011906531	-0.485031285650456	-0.481199749013045	-0.372407584008589	-0.542940308745846	-0.337403939673385	-0.301503195950429	-0.334469502423728	-0.440679362648485	-0.451830224197184	-0.411661970302583	1.58668979671439	0.275155644139469	-0.223002807468869	-0.416080394389925	-0.544298533987116	-0.152064882984998	-0.627309571726721	-0.118637450658182	-0.0372277772462461	-0.517419088780251	-0.213528767205687	0.0862365740064995	-0.0816300048867823	0.0182750073044247	-0.449918647931693	-0.498865061255985	-0.510703419531748	-0.594779238787658	-0.423575785536194	-0.00215706005962146	5.43563183906841	6.59138091011221	3.77246826292021	-0.355228549938449	-0.365649994227949	1.48267657237366	2.34897275311121
FOLR1	-0.181757228093162	-0.685097630351983	-0.631013355774738	-0.564353865296614	-0.646912614031963	-0.055769004655995	-0.422912991980234	0.630751013904264	0.259364246988911	-0.591099327019843	-0.376771966411916	-0.0806833720293753	1.30978077195329	0.649342682668933	-0.827336018629099	0.671309434747434	-0.783306812676807	-0.891539163028157	-0.406854230730862	0.117572467089808	-0.320008041566599	-0.918163402477354	-0.875537822855958	-0.376561422462282	-0.638120809104814	-0.688568415461105	-0.760555305876942	-0.427021789057944	-0.73609392700126	-0.74708687322004	-0.688963982881629	1.19315856421501	0.472804770960501	-0.837282625219393	-0.882409211757656	0.749095853957741	0.00418498003226401	-0.199608802974267	-0.612944856824313	-0.277318660748344	-0.684319255750305	-0.71860601894225	-0.50014434077787	-0.425107753152179	0.0165751724622524	-0.573049968428475	-0.509995245572876	-0.595316586132213	-0.675559351421586	-0.86610800596022	-0.818812178728756	-0.871467306496363	-0.15672163844575	-0.546470389817079	-0.817517014432522	-0.556117130782137	-0.765180892649209	-0.288790115943565	0.809694230734274	0.776211362622751	-0.812055631981405	0.261667470195516	1.30849198777675	-0.791843412816521	-0.648099316293537	-0.450634612015404	-0.121886184960819	2.39447129987025	-0.133855289491539	-1.04500018183274	0.918992061073166	1.01145913568069	-1.02343537729445	-0.804278266084311	-0.222794157912773	0.594735238277444	-0.7151033332347	-0.56245258963022	-0.875614384292189	-0.665006633461132	-0.454794450050601	-0.877675162950729	-1.01579199391076	-0.769174847572573	0.899826181536769	-0.865036145852991	0.887442369226466	1.42935697510615	-0.319210526605863	2.15820270766257	1.14653264955056	2.59249745468074	2.13661876276522	-0.663290381265629	-0.626738675585195	-0.874421301910928	2.83430399077578	1.57112323452651	-0.533920694394943	-0.117822048720911	-0.038727704974997	-0.802472692213206	0.479567697827538	-0.406662827140286	-0.527623516264976	0.80984097348705	2.44474664299502	0.783650582176493	2.08540554204662	1.52361686334541	2.55262170664396	-0.831546897621782	-0.402585930661005	2.74115424336186	-0.726243022206254	0.019254822730324	2.06993375180835	1.91137501737474
GABRE	-0.634915090152028	-0.661412589488581	-0.760398781177258	-0.972984472780421	-0.0690201246835536	-0.354811598084891	-0.836716591930619	1.37069358401388	0.38276711242809	1.65335214235966	-0.408419255702194	-0.483483900433332	-0.711406951741808	-0.240369692122134	-0.623782798654616	-0.937770507555964	-0.458072478316039	-0.567411213754967	-0.999405389748949	-0.89260779652175	0.582786333641742	-0.761088022489481	-0.364161609017363	-0.647481560541538	-0.877089423946559	-0.793447553996653	0.739376390151921	-0.721272153150084	-0.649423967875984	-0.692087308899209	-0.752858898943552	-0.62084482053585	-0.247491852348433	-0.675127795398462	-0.792946287587764	1.72631425298684	-0.720750000640824	0.0473850747140191	-0.340135631557972	-0.420554080017383	-0.504502279439389	-0.606141005875104	-0.763810177571086	-0.94288064011325	-0.34853880594032	-0.690165787665134	-0.423408513734668	-0.636780915118448	0.541974893518023	-0.861863456776554	-0.0287795713032921	-0.43807751822813	-0.620197351424368	2.38784667205128	1.99181836089509	2.53824051878491	1.69107940166202	-0.484347192581974	-0.0746106375493579	0.352120241151289	-0.728624060480457	-0.765362711031951	-0.632213821170793	1.7716788629913	-0.628788500710051	-0.618770134565726	-0.535211809017301	0.597135084596191	-0.716238602960823	-0.685821478788096	-0.60150429159288	-0.813024792077154	-0.722121521231812	-0.133961972768515	-0.907200218647187	0.19062195105407	-0.720534177603664	-0.740912049531696	-0.732926597156755	-0.942762285544484	-0.144697428358889	-0.877124234113843	-0.781451970350599	-0.609489743967821	0.486229891629485	0.0510819144795758	0.452157699891942	-0.638089777408325	0.988122883529665	1.79577446078526	2.77306294524907	1.0425799092287	2.81393008164044	0.780904919721689	0.952108284457677	-0.676373999387228	2.91962767358147	-0.383133150187123	0.481210265507137	-0.248306410262877	1.45053418369637	0.175354211683324	0.13939530887899	-0.734075332677125	-0.340393226795873	-0.34500209294427	0.148125698833808	0.0134730097459824	0.0600698996722949	1.25227635694729	1.62856034122002	1.6332040175357	2.8475010069691	1.90023977280444	0.706578250536971	-0.957521796472884	0.0842003076335385	0.333998068063257
CLDN8	-0.659962965038833	-0.437484281399856	-0.717915639923472	-0.863007083455748	-0.883871416251415	0.334821368373913	-0.646555683480354	-0.694363001630128	0.0754683797078803	4.84602915350306	-0.339840573753334	1.10324866658575	-0.663704332881142	-0.638379467715125	-0.4187089503285	-0.694662653516812	1.73654152538568	-0.158217284493069	-0.782991468228708	-0.798359329274347	1.31397243478424	-0.581231572183294	-0.839420199232498	-0.238121600447912	1.40849120132678	-0.614621353842341	-0.394967959420669	0.545844788459094	-0.0560959215112436	0.414631508021513	-0.651632642589024	-0.211820726279555	-0.56874036924982	0.341405148398479	-0.424856094746755	-0.238575359019176	-0.223241743903444	-0.38411199964024	-0.558517959172665	1.04842949428757	-0.0956414090710226	-0.75883096467952	-0.652899741995573	-0.645297145556282	0.617504396788895	-0.63498912065436	-0.761425093869954	-0.34645003822533	-0.793042648656329	-0.591813564524469	-0.447569707757383	0.174267887488754	0.360308901706986	-0.591959109726573	-0.74944757988508	-0.545418890983347	-0.736708093959782	-0.471678842411712	0.0907763103761828	0.667520577417653	-0.38834137198372	0.493165986780089	-0.83578156917991	1.23713312955605	-0.958938494606935	-0.575923453047753	-0.432980941617123	0.219104371219122	-0.701554646910538	-0.764335997912025	-0.706494622299582	-0.973861158563786	-0.981318209800973	-0.849711101169466	0.866857573922167	2.64928117222441	-0.819660297676323	-0.77996926491444	0.140595576907977	-0.51535096452525	0.129996461601848	1.52797525077131	-0.328633593191361	-0.885763503878761	2.26180559829488	-0.962731231344104	-0.481824199146576	-0.172497837264169	-0.271605558414203	0.839358092207074	1.39337162327296	2.13305802481059	-0.0975249352158921	-0.579176816388891	-0.480796821249375	-0.937706018064771	-0.850669987206854	0.90415139159058	-0.539117639880511	-0.581008973638901	-0.644201275799267	-0.0649656173570824	2.09249372083608	0.111880364681196	0.0800316498679508	-0.339609413726463	1.40588851065387	0.0474380860792341	-0.341064865747499	0.986975173069972	0.917695656868686	-0.37457450816122	0.617444466411559	0.684669226818441	1.27890460255977	-0.594090918863266	2.92382223080407	2.99657770889089
GALNT3	0.455430537992892	-0.41403284662991	-1.04009136419761	-2.27135210225623	-0.318232482051021	1.00624138373393	0.669016180303428	0.582898153639608	0.405903432529579	1.72460221605435	0.908025384746785	0.827933243915588	-0.207548905475893	-0.0165817853432319	1.05661330123073	1.40337564050805	-2.01573046118559	1.32061046160214	0.285339515219034	0.902019299196196	-0.409254378565486	0.606962096406031	-0.0843185501846467	-0.318041079324683	0.295305657176604	-0.677402998070213	1.09945451146026	-1.28046678810137	0.0422316523944519	-2.01008738080564	-1.31798832255752	0.314030123887614	0.26462182011651	-1.48107004549102	0.396643500631255	-0.694041835073546	-0.892262458524994	-2.03868558815806	-1.96337191539128	0.0139502495545941	-0.576249957247887	1.10671461487306	-0.167783339055789	-0.694589642876512	-0.150662695189607	-1.84956649434865	-2.47839705140124	-0.402152677408966	-0.384200421697317	-2.33135355691601	0.0659523902722699	-2.06782500321943	-0.438888800677729	1.02277461923308	1.72552622921598	0.429954175107979	-1.39348019786261	-0.535613178418248	0.712675802190397	-0.183333160547203	-0.0172879954024771	0.11320906339558	0.835160346858329	1.46851856840289	0.226149872122687	-1.18863968011749	-0.269167383168522	0.463627854755343	-0.397493011036751	0.775713300095527	-0.0732237921510877	-1.90450567690151	-0.148313061721465	0.876021528884363	-0.108646496711536	-1.21263762194379	-2.01188920647082	-1.06797016130275	0.368408298449478	-0.146643237936521	-1.06874897239613	-0.588314929101157	0.554326346663239	1.53828156210588	1.03620581054676	-1.06532352360409	0.2335881780738	-0.0260991209080099	0.699442613697068	0.250438218085505	1.44436222432031	0.610433745856152	1.45776041516393	0.0959168170850956	-0.872726180250554	0.633461473862748	-1.04397881957046	-0.0731907916810296	0.496331320582997	1.07830121015297	0.285471517099266	0.461192420065049	-0.193022098556284	-0.168218945260558	0.953929038597709	1.2373172751753	0.922274987717906	0.97976180655925	1.09305242026897	1.20411880229678	0.810033788956033	0.169072259110063	1.10794883245324	0.241283887691367	-0.0940998895098906	0.547574450489336	1.32377850672773	0.607523104397021
